id,發佈統計日期,縣市,群組,第1劑,第2劑,加強劑,追加劑
6064,2021-12-27,連江縣,65-74歲,93.40,91.40,0.00,0.20
6063,2021-12-27,連江縣,50-64歲,91.00,87.40,0.00,0.20
6062,2021-12-27,連江縣,30-49歲,97.00,92.50,0.00,0.30
6061,2021-12-27,連江縣,18-29歲,97.70,91.20,0.00,0.40
6060,2021-12-27,連江縣,12-17歲,91.50,2.70,0.00,0.00
6059,2021-12-27,連江縣,總計,86.00,78.60,0.00,0.30
6058,2021-12-27,金門縣,75歲以上,73.30,66.20,0.00,0.00
6057,2021-12-27,金門縣,65-74歲,88.50,84.20,0.00,0.30
6056,2021-12-27,金門縣,50-64歲,87.60,81.60,0.00,0.40
6055,2021-12-27,金門縣,30-49歲,91.80,83.70,0.00,0.60
6054,2021-12-27,金門縣,18-29歲,93.60,82.50,0.00,0.50
6053,2021-12-27,金門縣,12-17歲,89.80,15.30,0.00,0.00
6052,2021-12-27,金門縣,總計,83.00,73.70,0.00,0.40
6051,2021-12-27,澎湖縣,75歲以上,65.90,58.60,0.00,0.10
6050,2021-12-27,澎湖縣,65-74歲,83.60,78.30,0.00,0.30
6049,2021-12-27,澎湖縣,50-64歲,86.30,79.30,0.00,0.30
6048,2021-12-27,澎湖縣,30-49歲,93.20,83.40,0.00,0.90
6047,2021-12-27,澎湖縣,18-29歲,95.90,84.00,0.00,0.50
6046,2021-12-27,澎湖縣,12-17歲,90.50,10.30,0.00,0.00
6045,2021-12-27,澎湖縣,總計,81.30,70.30,0.00,0.50
6044,2021-12-27,南投縣,75歲以上,74.30,66.90,0.00,0.10
6043,2021-12-27,南投縣,65-74歲,85.90,80.00,0.00,0.30
6042,2021-12-27,南投縣,50-64歲,81.70,72.80,0.00,0.30
6041,2021-12-27,南投縣,30-49歲,90.10,75.90,0.00,0.50
6040,2021-12-27,南投縣,18-29歲,94.90,76.80,0.00,0.40
6039,2021-12-27,南投縣,12-17歲,89.40,20.50,0.00,0.00
6038,2021-12-27,南投縣,總計,79.70,66.00,0.00,0.30
6037,2021-12-27,臺東縣,75歲以上,68.70,58.50,0.00,0.10
6036,2021-12-27,臺東縣,65-74歲,76.60,68.80,0.00,0.20
6035,2021-12-27,臺東縣,50-64歲,76.40,66.00,0.00,0.20
6034,2021-12-27,臺東縣,30-49歲,80.90,67.10,0.00,0.50
6033,2021-12-27,臺東縣,18-29歲,86.10,68.00,0.00,0.40
6032,2021-12-27,臺東縣,12-17歲,87.20,10.90,0.00,0.00
6031,2021-12-27,臺東縣,總計,72.50,57.70,0.00,0.30
6030,2021-12-27,花蓮縣,75歲以上,66.90,59.90,0.00,0.20
6029,2021-12-27,花蓮縣,65-74歲,79.20,73.80,0.00,0.40
6028,2021-12-27,花蓮縣,50-64歲,79.40,70.40,0.10,0.50
6027,2021-12-27,花蓮縣,30-49歲,86.10,73.70,0.10,0.90
6026,2021-12-27,花蓮縣,18-29歲,89.60,72.80,0.10,0.50
6025,2021-12-27,花蓮縣,12-17歲,88.10,37.30,0.00,0.00
6024,2021-12-27,花蓮縣,總計,75.20,63.20,0.10,0.50
6023,2021-12-27,嘉義縣,75歲以上,70.70,62.60,0.00,0.10
6022,2021-12-27,嘉義縣,65-74歲,83.30,78.00,0.00,0.20
6021,2021-12-27,嘉義縣,50-64歲,81.30,72.10,0.00,0.30
6020,2021-12-27,嘉義縣,30-49歲,88.50,74.10,0.00,0.70
6019,2021-12-27,嘉義縣,18-29歲,93.70,76.10,0.00,0.50
6018,2021-12-27,嘉義縣,12-17歲,89.20,14.20,0.00,0.00
6017,2021-12-27,嘉義縣,總計,79.30,65.50,0.00,0.40
6016,2021-12-27,嘉義市,75歲以上,73.10,66.00,0.00,0.30
6015,2021-12-27,嘉義市,65-74歲,82.00,77.10,0.00,0.50
6014,2021-12-27,嘉義市,50-64歲,84.80,77.80,0.00,0.70
6013,2021-12-27,嘉義市,30-49歲,91.50,80.40,0.00,1.10
6012,2021-12-27,嘉義市,18-29歲,94.30,78.60,0.00,0.60
6011,2021-12-27,嘉義市,12-17歲,89.40,13.90,0.00,0.00
6010,2021-12-27,嘉義市,總計,79.00,66.20,0.00,0.60
6009,2021-12-27,苗栗縣,75歲以上,69.00,61.40,0.00,0.10
6008,2021-12-27,苗栗縣,65-74歲,79.80,74.50,0.00,0.20
6007,2021-12-27,苗栗縣,50-64歲,81.40,73.00,0.00,0.30
6006,2021-12-27,苗栗縣,30-49歲,93.20,79.10,0.00,0.50
6005,2021-12-27,苗栗縣,18-29歲,96.00,78.00,0.00,0.30
6004,2021-12-27,苗栗縣,12-17歲,88.70,20.60,0.00,0.00
6003,2021-12-27,苗栗縣,總計,78.90,65.20,0.00,0.30
6002,2021-12-27,新竹市,75歲以上,79.30,72.60,0.00,0.10
6001,2021-12-27,新竹市,65-74歲,87.20,83.40,0.00,0.30
6000,2021-12-27,新竹市,50-64歲,84.90,77.70,0.00,0.40
5999,2021-12-27,新竹市,30-49歲,95.10,84.50,0.00,0.40
5998,2021-12-27,新竹市,18-29歲,101.10,82.80,0.00,0.30
5997,2021-12-27,新竹市,12-17歲,89.30,9.50,0.00,0.00
5996,2021-12-27,新竹市,總計,79.50,66.10,0.00,0.30
5995,2021-12-27,宜蘭縣,75歲以上,76.90,71.20,0.00,0.10
5994,2021-12-27,宜蘭縣,65-74歲,84.80,80.20,0.10,0.30
5993,2021-12-27,宜蘭縣,50-64歲,85.90,78.40,0.00,0.40
5992,2021-12-27,宜蘭縣,30-49歲,92.90,81.60,0.00,0.90
5991,2021-12-27,宜蘭縣,18-29歲,94.20,79.40,0.00,0.60
5990,2021-12-27,宜蘭縣,12-17歲,88.40,30.40,0.00,0.00
5989,2021-12-27,宜蘭縣,總計,80.70,69.50,0.00,0.50
5988,2021-12-27,基隆市,75歲以上,78.60,71.60,0.00,0.10
5987,2021-12-27,基隆市,65-74歲,88.50,84.10,0.00,0.20
5986,2021-12-27,基隆市,50-64歲,85.80,78.50,0.00,0.30
5985,2021-12-27,基隆市,30-49歲,93.40,82.10,0.00,0.50
5984,2021-12-27,基隆市,18-29歲,95.30,79.60,0.00,0.40
5983,2021-12-27,基隆市,12-17歲,90.70,12.60,0.00,0.00
5982,2021-12-27,基隆市,總計,82.80,70.70,0.00,0.30
5981,2021-12-27,屏東縣,75歲以上,71.50,63.70,0.00,0.10
5980,2021-12-27,屏東縣,65-74歲,83.10,77.30,0.00,0.20
5979,2021-12-27,屏東縣,50-64歲,80.30,70.60,0.00,0.30
5978,2021-12-27,屏東縣,30-49歲,86.20,72.50,0.00,0.70
5977,2021-12-27,屏東縣,18-29歲,90.40,73.10,0.00,0.40
5976,2021-12-27,屏東縣,12-17歲,87.50,11.60,0.00,0.00
5975,2021-12-27,屏東縣,總計,77.20,63.30,0.00,0.40
5974,2021-12-27,雲林縣,75歲以上,72.90,65.10,0.00,0.00
5973,2021-12-27,雲林縣,65-74歲,82.10,76.70,0.00,0.20
5972,2021-12-27,雲林縣,50-64歲,82.90,74.20,0.00,0.30
5971,2021-12-27,雲林縣,30-49歲,90.90,76.30,0.00,0.50
5970,2021-12-27,雲林縣,18-29歲,94.90,76.50,0.00,0.50
5969,2021-12-27,雲林縣,12-17歲,88.30,17.50,0.00,0.00
5968,2021-12-27,雲林縣,總計,79.50,65.40,0.00,0.30
5967,2021-12-27,彰化縣,75歲以上,73.80,68.00,0.00,0.10
5966,2021-12-27,彰化縣,65-74歲,86.20,81.60,0.00,0.30
5965,2021-12-27,彰化縣,50-64歲,84.50,76.50,0.00,0.40
5964,2021-12-27,彰化縣,30-49歲,94.00,80.60,0.00,0.70
5963,2021-12-27,彰化縣,18-29歲,100.50,81.60,0.00,0.60
5962,2021-12-27,彰化縣,12-17歲,89.20,5.30,0.00,0.00
5961,2021-12-27,彰化縣,總計,81.20,67.10,0.00,0.40
5960,2021-12-27,新竹縣,75歲以上,67.20,60.20,0.00,0.10
5959,2021-12-27,新竹縣,65-74歲,83.00,77.90,0.00,0.40
5958,2021-12-27,新竹縣,50-64歲,83.80,76.00,0.00,0.40
5957,2021-12-27,新竹縣,30-49歲,98.40,85.50,0.00,0.50
5956,2021-12-27,新竹縣,18-29歲,99.20,81.90,0.00,0.30
5955,2021-12-27,新竹縣,12-17歲,88.90,13.00,0.00,0.00
5954,2021-12-27,新竹縣,總計,79.50,65.50,0.00,0.30
5953,2021-12-27,高雄市,75歲以上,72.70,64.80,0.00,0.10
5952,2021-12-27,高雄市,65-74歲,86.30,80.70,0.00,0.30
5951,2021-12-27,高雄市,50-64歲,82.40,74.10,0.00,0.50
5950,2021-12-27,高雄市,30-49歲,90.10,78.40,0.00,0.80
5949,2021-12-27,高雄市,18-29歲,94.80,77.80,0.00,0.40
5948,2021-12-27,高雄市,12-17歲,88.60,11.10,0.00,0.00
5947,2021-12-27,高雄市,總計,79.20,66.30,0.00,0.50
5946,2021-12-27,臺南市,75歲以上,69.10,62.30,0.00,0.10
5945,2021-12-27,臺南市,65-74歲,79.40,73.80,0.00,0.20
5944,2021-12-27,臺南市,50-64歲,80.80,72.00,0.00,0.30
5943,2021-12-27,臺南市,30-49歲,90.60,77.40,0.00,0.60
5942,2021-12-27,臺南市,18-29歲,96.30,77.80,0.00,0.50
5941,2021-12-27,臺南市,12-17歲,87.90,13.20,0.00,0.00
5940,2021-12-27,臺南市,總計,78.00,64.40,0.00,0.40
5939,2021-12-27,臺中市,75歲以上,76.20,69.40,0.00,0.20
5938,2021-12-27,臺中市,65-74歲,86.00,81.40,0.00,0.40
5937,2021-12-27,臺中市,50-64歲,84.10,76.20,0.00,0.50
5936,2021-12-27,臺中市,30-49歲,92.70,80.40,0.00,0.70
5935,2021-12-27,臺中市,18-29歲,97.40,79.90,0.00,0.40
5934,2021-12-27,臺中市,12-17歲,89.30,13.40,0.00,0.00
5933,2021-12-27,臺中市,總計,79.80,66.30,0.00,0.40
5932,2021-12-27,桃園市,75歲以上,79.40,71.90,0.00,0.10
5931,2021-12-27,桃園市,65-74歲,87.40,83.10,0.00,0.30
5930,2021-12-27,桃園市,50-64歲,85.20,77.70,0.00,0.50
5929,2021-12-27,桃園市,30-49歲,97.10,84.60,0.00,0.90
5928,2021-12-27,桃園市,18-29歲,100.20,82.10,0.00,0.50
5927,2021-12-27,桃園市,12-17歲,89.20,14.90,0.00,0.00
5926,2021-12-27,桃園市,總計,81.70,68.30,0.00,0.50
5925,2021-12-27,新北市,75歲以上,74.20,68.40,0.00,0.20
5924,2021-12-27,新北市,65-74歲,84.60,80.20,0.00,0.50
5923,2021-12-27,新北市,50-64歲,86.10,79.40,0.00,0.50
5922,2021-12-27,新北市,30-49歲,93.20,83.40,0.00,0.70
5921,2021-12-27,新北市,18-29歲,96.60,82.00,0.00,0.40
5920,2021-12-27,新北市,12-17歲,89.40,23.80,0.00,0.00
5919,2021-12-27,新北市,總計,81.20,70.30,0.00,0.40
5918,2021-12-27,臺北市,75歲以上,76.10,70.00,0.00,0.30
5917,2021-12-27,臺北市,65-74歲,82.30,77.80,0.00,0.60
5916,2021-12-27,臺北市,50-64歲,85.30,79.10,0.00,0.80
5915,2021-12-27,臺北市,30-49歲,93.80,84.80,0.00,1.00
5914,2021-12-27,臺北市,18-29歲,93.80,80.70,0.00,0.50
5913,2021-12-27,臺北市,12-17歲,87.40,21.20,0.00,0.00
5912,2021-12-27,臺北市,總計,79.10,69.10,0.00,0.70
5911,2022-01-03,全國,75歲以上,73.80,67.20,0.00,0.30
5910,2022-01-03,全國,65-74歲,84.50,79.70,0.00,0.60
5909,2022-01-03,全國,50-64歲,84.00,76.60,0.00,0.70
5908,2022-01-03,全國,30-49歲,92.90,81.50,0.00,1.10
5907,2022-01-03,全國,18-29歲,96.50,80.70,0.00,0.70
5906,2022-01-03,全國,12-17歲,88.80,44.90,0.00,0.00
5905,2022-01-03,全國,總計,80.00,69.30,0.00,0.70
5904,2022-01-03,連江縣,75歲以上,84.70,78.00,0.00,0.20
5903,2022-01-03,連江縣,65-74歲,93.80,91.60,0.00,0.70
5902,2022-01-03,連江縣,50-64歲,91.20,87.70,0.00,1.40
5901,2022-01-03,連江縣,30-49歲,97.10,92.80,0.00,2.00
5900,2022-01-03,連江縣,18-29歲,97.90,91.70,0.00,1.00
5899,2022-01-03,連江縣,12-17歲,91.50,8.00,0.00,0.00
5898,2022-01-03,連江縣,總計,86.10,79.10,0.00,1.20
5897,2022-01-03,金門縣,75歲以上,73.30,66.50,0.10,0.10
5896,2022-01-03,金門縣,65-74歲,88.80,84.60,0.10,0.50
5895,2022-01-03,金門縣,50-64歲,87.80,81.90,0.10,0.70
5894,2022-01-03,金門縣,30-49歲,91.90,84.10,0.00,1.10
5893,2022-01-03,金門縣,18-29歲,93.70,82.90,0.00,0.80
5892,2022-01-03,金門縣,12-17歲,89.90,43.10,0.00,0.00
5891,2022-01-03,金門縣,總計,83.20,74.90,0.00,0.70
5890,2022-01-03,澎湖縣,75歲以上,65.90,58.90,0.10,0.20
5889,2022-01-03,澎湖縣,65-74歲,83.90,78.60,0.00,0.40
5888,2022-01-03,澎湖縣,50-64歲,86.40,79.60,0.00,0.50
5887,2022-01-03,澎湖縣,30-49歲,93.50,83.90,0.00,1.50
5886,2022-01-03,澎湖縣,18-29歲,96.10,85.30,0.00,0.80
5885,2022-01-03,澎湖縣,12-17歲,90.30,41.60,0.00,0.00
5884,2022-01-03,澎湖縣,總計,81.40,72.10,0.00,0.70
5883,2022-01-03,南投縣,75歲以上,74.20,67.10,0.10,0.10
5882,2022-01-03,南投縣,65-74歲,86.20,80.30,0.10,0.50
5881,2022-01-03,南投縣,50-64歲,81.90,73.40,0.00,0.50
5880,2022-01-03,南投縣,30-49歲,90.50,77.00,0.00,0.90
5879,2022-01-03,南投縣,18-29歲,95.20,78.50,0.00,0.70
5878,2022-01-03,南投縣,12-17歲,89.60,54.30,0.00,0.00
5877,2022-01-03,南投縣,總計,79.90,68.50,0.00,0.50
5876,2022-01-03,臺東縣,75歲以上,68.80,59.00,0.10,0.20
5875,2022-01-03,臺東縣,65-74歲,76.90,69.20,0.20,0.40
5874,2022-01-03,臺東縣,50-64歲,76.70,66.50,0.10,0.40
5873,2022-01-03,臺東縣,30-49歲,81.30,67.60,0.10,0.90
5872,2022-01-03,臺東縣,18-29歲,86.40,69.60,0.00,0.70
5871,2022-01-03,臺東縣,12-17歲,88.00,42.60,0.00,0.00
5870,2022-01-03,臺東縣,總計,72.80,60.00,0.10,0.50
5869,2022-01-03,花蓮縣,75歲以上,66.90,60.20,0.00,0.30
5868,2022-01-03,花蓮縣,65-74歲,79.60,74.30,0.10,0.70
5867,2022-01-03,花蓮縣,50-64歲,79.80,70.90,0.00,1.10
5866,2022-01-03,花蓮縣,30-49歲,86.40,74.30,0.00,1.80
5865,2022-01-03,花蓮縣,18-29歲,90.10,74.30,0.00,1.00
5864,2022-01-03,花蓮縣,12-17歲,88.80,73.90,0.00,0.00
5863,2022-01-03,花蓮縣,總計,75.50,65.70,0.00,1.00
5862,2022-01-03,嘉義縣,75歲以上,70.70,62.90,0.00,0.10
5861,2022-01-03,嘉義縣,65-74歲,83.50,78.40,0.00,0.40
5860,2022-01-03,嘉義縣,50-64歲,81.50,72.60,0.00,0.40
5859,2022-01-03,嘉義縣,30-49歲,88.80,74.90,0.00,1.00
5858,2022-01-03,嘉義縣,18-29歲,94.00,77.30,0.00,0.70
5857,2022-01-03,嘉義縣,12-17歲,89.10,36.70,0.00,0.00
5856,2022-01-03,嘉義縣,總計,79.50,67.20,0.00,0.60
5855,2022-01-03,嘉義市,75歲以上,73.10,66.20,0.00,0.50
5854,2022-01-03,嘉義市,65-74歲,82.30,77.50,0.00,0.90
5853,2022-01-03,嘉義市,50-64歲,84.90,78.20,0.00,1.00
5852,2022-01-03,嘉義市,30-49歲,91.80,81.10,0.00,1.60
5851,2022-01-03,嘉義市,18-29歲,94.50,79.90,0.00,0.90
5850,2022-01-03,嘉義市,12-17歲,89.40,44.50,0.00,0.00
5849,2022-01-03,嘉義市,總計,79.10,68.60,0.00,1.00
5848,2022-01-03,苗栗縣,75歲以上,69.00,61.60,0.10,0.20
5847,2022-01-03,苗栗縣,65-74歲,80.10,74.90,0.10,0.50
5846,2022-01-03,苗栗縣,50-64歲,81.50,73.40,0.10,0.50
5845,2022-01-03,苗栗縣,30-49歲,93.60,80.10,0.00,0.80
5844,2022-01-03,苗栗縣,18-29歲,96.30,79.20,0.00,0.60
5843,2022-01-03,苗栗縣,12-17歲,88.90,45.40,0.00,0.00
5842,2022-01-03,苗栗縣,總計,79.10,67.20,0.00,0.50
5841,2022-01-03,新竹市,75歲以上,79.30,72.80,0.10,0.30
5840,2022-01-03,新竹市,65-74歲,87.40,83.60,0.10,0.60
5839,2022-01-03,新竹市,50-64歲,85.40,78.10,0.00,0.60
5838,2022-01-03,新竹市,30-49歲,95.50,85.10,0.00,0.80
5837,2022-01-03,新竹市,18-29歲,101.40,83.60,0.00,0.50
5836,2022-01-03,新竹市,12-17歲,89.30,29.10,0.00,0.00
5835,2022-01-03,新竹市,總計,79.70,67.80,0.00,0.50
5834,2022-01-03,宜蘭縣,75歲以上,76.90,71.40,0.00,0.30
5833,2022-01-03,宜蘭縣,65-74歲,85.10,80.70,0.10,0.60
5832,2022-01-03,宜蘭縣,50-64歲,86.10,78.80,0.00,0.80
5831,2022-01-03,宜蘭縣,30-49歲,93.10,82.20,0.00,1.40
5830,2022-01-03,宜蘭縣,18-29歲,94.30,80.10,0.00,1.00
5829,2022-01-03,宜蘭縣,12-17歲,88.20,38.60,0.00,0.00
5828,2022-01-03,宜蘭縣,總計,80.90,70.40,0.00,0.80
5827,2022-01-03,基隆市,75歲以上,78.60,71.70,0.00,0.20
5826,2022-01-03,基隆市,65-74歲,88.80,84.40,0.00,0.40
5825,2022-01-03,基隆市,50-64歲,86.00,78.90,0.00,0.60
5824,2022-01-03,基隆市,30-49歲,93.60,82.70,0.00,0.80
5823,2022-01-03,基隆市,18-29歲,95.40,80.40,0.00,0.60
5822,2022-01-03,基隆市,12-17歲,90.70,33.60,0.00,0.00
5821,2022-01-03,基隆市,總計,83.00,72.10,0.00,0.60
5820,2022-01-03,屏東縣,75歲以上,71.50,64.00,0.00,0.10
5819,2022-01-03,屏東縣,65-74歲,83.30,77.60,0.00,0.30
5818,2022-01-03,屏東縣,50-64歲,80.40,71.10,0.00,0.40
5817,2022-01-03,屏東縣,30-49歲,86.50,73.10,0.00,0.90
5816,2022-01-03,屏東縣,18-29歲,90.70,74.30,0.00,0.70
5815,2022-01-03,屏東縣,12-17歲,87.80,52.60,0.00,0.00
5814,2022-01-03,屏東縣,總計,77.40,65.80,0.00,0.50
5813,2022-01-03,雲林縣,75歲以上,72.90,65.30,0.00,0.10
5812,2022-01-03,雲林縣,65-74歲,82.30,77.00,0.00,0.30
5811,2022-01-03,雲林縣,50-64歲,83.10,74.70,0.00,0.40
5810,2022-01-03,雲林縣,30-49歲,91.20,77.20,0.00,0.90
5809,2022-01-03,雲林縣,18-29歲,95.20,77.60,0.00,0.70
5808,2022-01-03,雲林縣,12-17歲,88.20,37.10,0.00,0.00
5807,2022-01-03,雲林縣,總計,79.70,67.10,0.00,0.50
5806,2022-01-03,彰化縣,75歲以上,73.80,68.20,0.00,0.20
5805,2022-01-03,彰化縣,65-74歲,86.40,81.90,0.00,0.60
5804,2022-01-03,彰化縣,50-64歲,84.70,77.10,0.00,0.70
5803,2022-01-03,彰化縣,30-49歲,94.40,81.60,0.00,1.20
5802,2022-01-03,彰化縣,18-29歲,101.00,83.20,0.00,0.90
5801,2022-01-03,彰化縣,12-17歲,89.20,28.30,0.00,0.00
5800,2022-01-03,彰化縣,總計,81.50,69.00,0.00,0.70
5799,2022-01-03,新竹縣,75歲以上,67.30,60.50,0.10,0.20
5798,2022-01-03,新竹縣,65-74歲,83.20,78.30,0.10,0.60
5797,2022-01-03,新竹縣,50-64歲,84.00,76.50,0.00,0.60
5796,2022-01-03,新竹縣,30-49歲,98.70,86.20,0.00,0.80
5795,2022-01-03,新竹縣,18-29歲,99.40,82.90,0.00,0.50
5794,2022-01-03,新竹縣,12-17歲,89.00,41.80,0.00,0.00
5793,2022-01-03,新竹縣,總計,79.70,67.90,0.00,0.50
5792,2022-01-03,高雄市,75歲以上,72.80,65.20,0.10,0.20
5791,2022-01-03,高雄市,65-74歲,86.50,81.00,0.00,0.50
5790,2022-01-03,高雄市,50-64歲,82.60,74.60,0.00,0.70
5789,2022-01-03,高雄市,30-49歲,90.40,79.00,0.00,1.10
5788,2022-01-03,高雄市,18-29歲,95.10,78.90,0.00,0.70
5787,2022-01-03,高雄市,12-17歲,88.60,37.20,0.00,0.00
5786,2022-01-03,高雄市,總計,79.40,68.10,0.00,0.70
5785,2022-01-03,臺南市,75歲以上,69.10,62.50,0.00,0.10
5784,2022-01-03,臺南市,65-74歲,79.70,74.20,0.00,0.40
5783,2022-01-03,臺南市,50-64歲,81.00,72.50,0.00,0.50
5782,2022-01-03,臺南市,30-49歲,90.90,78.10,0.00,0.90
5781,2022-01-03,臺南市,18-29歲,96.60,79.00,0.00,0.70
5780,2022-01-03,臺南市,12-17歲,88.00,41.70,0.00,0.00
5779,2022-01-03,臺南市,總計,78.30,66.40,0.00,0.50
5778,2022-01-03,臺中市,75歲以上,76.20,69.60,0.00,0.30
5777,2022-01-03,臺中市,65-74歲,86.20,81.60,0.00,0.70
5776,2022-01-03,臺中市,50-64歲,84.30,76.70,0.00,0.70
5775,2022-01-03,臺中市,30-49歲,93.10,81.10,0.00,1.10
5774,2022-01-03,臺中市,18-29歲,97.70,81.00,0.00,0.70
5773,2022-01-03,臺中市,12-17歲,89.20,31.90,0.00,0.00
5772,2022-01-03,臺中市,總計,80.00,67.90,0.00,0.70
5771,2022-01-03,桃園市,75歲以上,79.40,72.20,0.00,0.20
5770,2022-01-03,桃園市,65-74歲,87.60,83.40,0.00,0.60
5769,2022-01-03,桃園市,50-64歲,85.40,78.10,0.00,0.90
5768,2022-01-03,桃園市,30-49歲,97.30,85.30,0.00,1.30
5767,2022-01-03,桃園市,18-29歲,100.30,83.30,0.00,0.80
5766,2022-01-03,桃園市,12-17歲,89.00,39.40,0.00,0.00
5765,2022-01-03,桃園市,總計,81.90,70.20,0.00,0.80
5764,2022-01-03,新北市,75歲以上,74.20,68.60,0.10,0.30
5763,2022-01-03,新北市,65-74歲,84.90,80.50,0.10,0.80
5762,2022-01-03,新北市,50-64歲,86.30,79.80,0.00,0.70
5761,2022-01-03,新北市,30-49歲,93.30,83.90,0.00,1.00
5760,2022-01-03,新北市,18-29歲,96.70,83.10,0.00,0.70
5759,2022-01-03,新北市,12-17歲,89.50,65.20,0.00,0.00
5758,2022-01-03,新北市,總計,81.30,72.90,0.00,0.70
5757,2022-01-03,臺北市,75歲以上,76.10,70.20,0.00,0.50
5756,2022-01-03,臺北市,65-74歲,82.60,78.10,0.00,1.10
5755,2022-01-03,臺北市,50-64歲,85.50,79.50,0.00,1.30
5754,2022-01-03,臺北市,30-49歲,94.00,85.20,0.00,1.50
5753,2022-01-03,臺北市,18-29歲,94.00,81.60,0.00,0.80
5752,2022-01-03,臺北市,12-17歲,87.40,58.50,0.00,0.00
5751,2022-01-03,臺北市,總計,79.20,71.30,0.00,1.00
5750,2022-01-17,全國,75歲以上,74.60,68.00,0.90,16.40
5749,2022-01-17,全國,65-74歲,85.00,80.30,0.90,15.60
5748,2022-01-17,全國,50-64歲,84.90,78.40,0.50,12.10
5747,2022-01-17,全國,30-49歲,93.80,84.20,0.30,7.70
5746,2022-01-17,全國,18-29歲,97.70,84.00,0.10,5.20
5745,2022-01-17,全國,12-17歲,89.00,71.40,0.00,0.00
5744,2022-01-17,全國,總計,80.80,72.50,0.40,8.60
5743,2022-01-17,連江縣,75歲以上,85.20,78.50,0.30,22.40
5742,2022-01-17,連江縣,65-74歲,93.10,91.30,3.00,30.00
5741,2022-01-17,連江縣,50-64歲,91.40,88.20,3.50,23.50
5740,2022-01-17,連江縣,30-49歲,97.30,93.20,0.60,25.70
5739,2022-01-17,連江縣,18-29歲,98.10,93.60,0.40,17.30
5738,2022-01-17,連江縣,12-17歲,93.80,74.40,0.00,0.00
5737,2022-01-17,連江縣,總計,86.40,82.30,1.40,20.60
5736,2022-01-17,金門縣,75歲以上,74.00,67.10,0.70,12.60
5735,2022-01-17,金門縣,65-74歲,88.80,84.90,0.70,16.70
5734,2022-01-17,金門縣,50-64歲,88.20,83.20,0.60,14.00
5733,2022-01-17,金門縣,30-49歲,92.30,85.60,0.50,11.80
5732,2022-01-17,金門縣,18-29歲,94.40,85.20,0.30,7.50
5731,2022-01-17,金門縣,12-17歲,90.40,76.80,0.00,0.00
5730,2022-01-17,金門縣,總計,83.60,77.40,0.50,10.90
5729,2022-01-17,澎湖縣,75歲以上,66.90,59.60,0.70,17.90
5728,2022-01-17,澎湖縣,65-74歲,84.50,79.70,0.70,21.00
5727,2022-01-17,澎湖縣,50-64歲,87.00,81.00,0.80,22.20
5726,2022-01-17,澎湖縣,30-49歲,94.20,86.00,0.60,18.90
5725,2022-01-17,澎湖縣,18-29歲,96.80,87.20,0.30,13.10
5724,2022-01-17,澎湖縣,12-17歲,90.80,74.30,0.00,0.00
5723,2022-01-17,澎湖縣,總計,82.00,74.90,0.50,16.40
5722,2022-01-17,南投縣,75歲以上,75.00,68.20,0.70,21.30
5721,2022-01-17,南投縣,65-74歲,86.60,81.00,0.60,15.10
5720,2022-01-17,南投縣,50-64歲,83.00,76.00,0.40,14.90
5719,2022-01-17,南投縣,30-49歲,91.80,80.90,0.20,9.50
5718,2022-01-17,南投縣,18-29歲,96.60,82.50,0.10,6.60
5717,2022-01-17,南投縣,12-17歲,90.10,77.10,0.00,0.00
5716,2022-01-17,南投縣,總計,80.80,72.10,0.30,10.70
5715,2022-01-17,臺東縣,75歲以上,69.80,60.10,0.70,9.60
5714,2022-01-17,臺東縣,65-74歲,77.50,70.30,0.70,10.30
5713,2022-01-17,臺東縣,50-64歲,77.70,68.50,0.60,8.00
5712,2022-01-17,臺東縣,30-49歲,82.40,70.30,0.40,7.40
5711,2022-01-17,臺東縣,18-29歲,87.80,72.70,0.20,5.70
5710,2022-01-17,臺東縣,12-17歲,88.70,74.40,0.00,0.00
5709,2022-01-17,臺東縣,總計,73.80,63.60,0.40,6.70
5708,2022-01-17,花蓮縣,75歲以上,67.90,61.00,0.60,13.80
5707,2022-01-17,花蓮縣,65-74歲,80.30,75.00,0.50,15.80
5706,2022-01-17,花蓮縣,50-64歲,80.70,72.80,0.40,10.30
5705,2022-01-17,花蓮縣,30-49歲,87.50,77.00,0.30,8.40
5704,2022-01-17,花蓮縣,18-29歲,91.40,77.10,0.20,5.30
5703,2022-01-17,花蓮縣,12-17歲,89.00,78.40,0.00,0.00
5702,2022-01-17,花蓮縣,總計,76.40,67.70,0.30,8.40
5701,2022-01-17,嘉義縣,75歲以上,71.70,64.30,1.70,20.90
5700,2022-01-17,嘉義縣,65-74歲,84.20,79.20,2.10,23.30
5699,2022-01-17,嘉義縣,50-64歲,82.50,74.80,1.10,13.20
5698,2022-01-17,嘉義縣,30-49歲,90.10,78.20,0.40,7.70
5697,2022-01-17,嘉義縣,18-29歲,95.20,80.80,0.30,5.80
5696,2022-01-17,嘉義縣,12-17歲,89.90,71.30,0.00,0.00
5695,2022-01-17,嘉義縣,總計,80.50,71.00,0.90,11.00
5694,2022-01-17,嘉義市,75歲以上,73.70,66.70,1.00,16.30
5693,2022-01-17,嘉義市,65-74歲,83.00,78.40,0.90,17.00
5692,2022-01-17,嘉義市,50-64歲,85.60,79.90,0.90,16.30
5691,2022-01-17,嘉義市,30-49歲,92.70,83.80,0.30,10.90
