id,發佈統計日期,縣市,群組,第1劑,第2劑,加強劑,追加劑
7998,2022-01-24,高雄市,50-64歲,84.00,77.40,0.80,23.40
7997,2022-01-24,高雄市,30-49歲,92.10,82.90,0.50,16.40
7996,2022-01-24,高雄市,18-29歲,97.00,84.10,0.30,10.20
7995,2022-01-24,高雄市,12-17歲,89.30,76.10,0.00,0.00
7994,2022-01-24,高雄市,總計,80.70,72.80,0.60,18.10
7993,2022-01-24,臺南市,75歲以上,70.10,63.60,1.40,20.90
7992,2022-01-24,臺南市,65-74歲,80.60,75.50,1.40,25.40
7991,2022-01-24,臺南市,50-64歲,82.40,75.40,1.00,20.20
7990,2022-01-24,臺南市,30-49歲,92.70,82.60,0.60,13.30
7989,2022-01-24,臺南市,18-29歲,98.60,84.70,0.30,8.80
7988,2022-01-24,臺南市,12-17歲,88.50,74.40,0.00,0.00
7987,2022-01-24,臺南市,總計,79.60,71.20,0.70,14.20
7986,2022-01-24,臺中市,75歲以上,77.20,70.60,3.40,49.80
7985,2022-01-24,臺中市,65-74歲,86.80,82.50,3.40,57.30
7984,2022-01-24,臺中市,50-64歲,85.60,79.50,1.20,24.80
7983,2022-01-24,臺中市,30-49歲,94.60,85.40,0.70,15.00
7982,2022-01-24,臺中市,18-29歲,99.60,87.00,0.30,8.20
7981,2022-01-24,臺中市,12-17歲,89.60,77.30,0.00,0.00
7980,2022-01-24,臺中市,總計,81.20,73.50,1.00,19.30
7979,2022-01-24,桃園市,75歲以上,80.70,73.40,0.70,39.40
7978,2022-01-24,桃園市,65-74歲,88.30,84.30,0.80,43.80
7977,2022-01-24,桃園市,50-64歲,87.10,81.20,0.70,27.80
7976,2022-01-24,桃園市,30-49歲,99.30,90.30,0.50,14.50
7975,2022-01-24,桃園市,18-29歲,102.70,90.20,0.20,8.40
7974,2022-01-24,桃園市,12-17歲,89.60,76.90,0.00,0.70
7973,2022-01-24,桃園市,總計,83.40,75.90,0.40,17.70
7972,2022-01-24,新北市,75歲以上,75.20,69.70,1.70,45.10
7971,2022-01-24,新北市,65-74歲,85.70,81.60,1.60,51.90
7970,2022-01-24,新北市,50-64歲,87.20,81.80,0.90,24.90
7969,2022-01-24,新北市,30-49歲,94.30,86.70,0.40,12.70
7968,2022-01-24,新北市,18-29歲,97.80,86.50,0.20,7.10
7967,2022-01-24,新北市,12-17歲,89.80,78.60,0.00,0.00
7966,2022-01-24,新北市,總計,82.20,75.50,0.60,18.90
7965,2022-01-24,臺北市,75歲以上,77.10,71.40,1.10,32.10
7964,2022-01-24,臺北市,65-74歲,83.60,79.50,1.00,34.50
7963,2022-01-24,臺北市,50-64歲,86.70,81.70,0.80,25.00
7962,2022-01-24,臺北市,30-49歲,95.30,88.80,0.40,16.30
7961,2022-01-24,臺北市,18-29歲,95.70,85.50,0.20,8.40
7960,2022-01-24,臺北市,12-17歲,87.40,74.20,0.00,0.00
7959,2022-01-24,臺北市,總計,80.30,74.40,0.50,18.20
7958,2022-02-07,全國,75歲以上,75.50,69.00,1.60,42.10
7957,2022-02-07,全國,65-74歲,85.90,81.30,1.50,48.30
7956,2022-02-07,全國,50-64歲,86.10,80.00,1.00,31.80
7955,2022-02-07,全國,30-49歲,95.30,87.00,0.60,23.70
7954,2022-02-07,全國,18-29歲,99.20,88.20,0.30,13.60
7953,2022-02-07,全國,12-17歲,89.40,79.40,0.00,0.10
7952,2022-02-07,全國,總計,81.90,75.00,0.70,24.20
7951,2022-02-07,連江縣,75歲以上,85.50,79.50,0.50,54.10
7950,2022-02-07,連江縣,65-74歲,94.20,92.10,0.40,71.30
7949,2022-02-07,連江縣,50-64歲,92.80,89.60,0.40,60.40
7948,2022-02-07,連江縣,30-49歲,97.90,94.30,0.40,61.50
7947,2022-02-07,連江縣,18-29歲,98.70,95.50,0.30,49.80
7946,2022-02-07,連江縣,12-17歲,95.10,85.90,0.00,0.00
7945,2022-02-07,連江縣,總計,87.20,83.90,0.30,51.80
7944,2022-02-07,金門縣,75歲以上,74.80,67.80,1.30,30.00
7943,2022-02-07,金門縣,65-74歲,89.50,85.70,1.70,43.80
7942,2022-02-07,金門縣,50-64歲,88.90,84.30,1.20,34.30
7941,2022-02-07,金門縣,30-49歲,93.10,87.30,0.90,30.60
7940,2022-02-07,金門縣,18-29歲,95.40,88.40,0.50,22.50
7939,2022-02-07,金門縣,12-17歲,90.50,80.90,0.00,0.30
7938,2022-02-07,金門縣,總計,84.30,79.00,0.90,28.10
7937,2022-02-07,澎湖縣,75歲以上,67.90,60.60,1.00,33.40
7936,2022-02-07,澎湖縣,65-74歲,85.60,80.70,0.90,44.80
7935,2022-02-07,澎湖縣,50-64歲,88.30,82.40,1.00,43.10
7934,2022-02-07,澎湖縣,30-49歲,95.30,87.70,0.70,40.70
7933,2022-02-07,澎湖縣,18-29歲,97.70,89.60,0.40,32.80
7932,2022-02-07,澎湖縣,12-17歲,91.50,80.90,0.00,0.10
7931,2022-02-07,澎湖縣,總計,83.10,76.60,0.70,34.70
7930,2022-02-07,南投縣,75歲以上,75.80,69.10,1.50,36.90
7929,2022-02-07,南投縣,65-74歲,87.40,82.10,1.10,37.40
7928,2022-02-07,南投縣,50-64歲,84.50,77.80,0.70,29.70
7927,2022-02-07,南投縣,30-49歲,93.80,84.40,0.50,22.50
7926,2022-02-07,南投縣,18-29歲,98.60,87.00,0.30,15.80
7925,2022-02-07,南投縣,12-17歲,90.30,80.50,0.00,0.10
7924,2022-02-07,南投縣,總計,82.30,74.60,0.60,23.10
7923,2022-02-07,臺東縣,75歲以上,70.70,61.20,1.20,25.00
7922,2022-02-07,臺東縣,65-74歲,78.60,71.70,1.10,29.90
7921,2022-02-07,臺東縣,50-64歲,79.10,70.40,1.00,21.50
7920,2022-02-07,臺東縣,30-49歲,84.20,73.20,0.80,18.70
7919,2022-02-07,臺東縣,18-29歲,89.60,76.40,0.50,14.40
7918,2022-02-07,臺東縣,12-17歲,88.90,79.20,0.00,0.00
7917,2022-02-07,臺東縣,總計,75.10,65.90,0.70,17.80
7916,2022-02-07,花蓮縣,75歲以上,68.80,61.80,1.20,30.10
7915,2022-02-07,花蓮縣,65-74歲,81.30,76.00,1.10,36.70
7914,2022-02-07,花蓮縣,50-64歲,82.10,74.60,1.20,26.50
7913,2022-02-07,花蓮縣,30-49歲,89.20,79.70,1.00,23.60
7912,2022-02-07,花蓮縣,18-29歲,93.50,81.40,0.60,15.80
7911,2022-02-07,花蓮縣,12-17歲,89.10,80.20,0.00,0.10
7910,2022-02-07,花蓮縣,總計,77.70,69.80,0.90,21.70
7909,2022-02-07,嘉義縣,75歲以上,72.70,65.20,2.90,34.60
7908,2022-02-07,嘉義縣,65-74歲,85.10,80.20,3.50,43.80
7907,2022-02-07,嘉義縣,50-64歲,83.90,76.80,2.00,29.00
7906,2022-02-07,嘉義縣,30-49歲,92.20,81.60,0.90,21.30
7905,2022-02-07,嘉義縣,18-29歲,96.90,85.20,0.50,14.10
7904,2022-02-07,嘉義縣,12-17歲,90.30,80.60,0.00,0.10
7903,2022-02-07,嘉義縣,總計,81.90,73.70,1.50,23.60
7902,2022-02-07,嘉義市,75歲以上,74.60,67.70,1.60,39.70
7901,2022-02-07,嘉義市,65-74歲,83.90,79.50,1.50,45.10
7900,2022-02-07,嘉義市,50-64歲,86.50,81.30,1.30,37.10
7899,2022-02-07,嘉義市,30-49歲,94.20,86.60,0.60,28.40
7898,2022-02-07,嘉義市,18-29歲,96.90,87.10,0.40,16.70
7897,2022-02-07,嘉義市,12-17歲,90.00,80.80,0.00,0.00
7896,2022-02-07,嘉義市,總計,80.90,74.50,0.80,26.40
7895,2022-02-07,苗栗縣,75歲以上,70.80,63.30,1.60,32.40
7894,2022-02-07,苗栗縣,65-74歲,81.90,77.00,1.80,41.80
7893,2022-02-07,苗栗縣,50-64歲,84.00,77.60,1.50,29.00
7892,2022-02-07,苗栗縣,30-49歲,96.70,87.20,0.80,19.90
7891,2022-02-07,苗栗縣,18-29歲,99.60,87.90,0.40,11.40
7890,2022-02-07,苗栗縣,12-17歲,89.20,80.50,0.00,0.10
7889,2022-02-07,苗栗縣,總計,81.40,73.80,0.90,20.90
7888,2022-02-07,新竹市,75歲以上,81.40,74.70,1.00,45.80
7887,2022-02-07,新竹市,65-74歲,88.40,84.90,0.70,55.80
7886,2022-02-07,新竹市,50-64歲,88.00,82.10,0.50,35.10
7885,2022-02-07,新竹市,30-49歲,98.30,91.20,0.20,25.70
7884,2022-02-07,新竹市,18-29歲,104.70,92.60,0.10,11.40
7883,2022-02-07,新竹市,12-17歲,90.30,79.20,0.00,0.10
7882,2022-02-07,新竹市,總計,81.90,75.40,0.30,24.00
7881,2022-02-07,宜蘭縣,75歲以上,78.40,72.70,0.60,37.60
7880,2022-02-07,宜蘭縣,65-74歲,86.60,82.50,0.70,44.60
7879,2022-02-07,宜蘭縣,50-64歲,87.80,82.10,0.50,36.10
7878,2022-02-07,宜蘭縣,30-49歲,95.50,87.50,0.40,27.50
7877,2022-02-07,宜蘭縣,18-29歲,96.90,86.80,0.20,16.30
7876,2022-02-07,宜蘭縣,12-17歲,89.00,80.50,0.00,0.10
7875,2022-02-07,宜蘭縣,總計,82.70,76.10,0.40,26.40
7874,2022-02-07,基隆市,75歲以上,80.00,73.30,0.70,54.50
7873,2022-02-07,基隆市,65-74歲,89.70,85.50,0.60,68.60
7872,2022-02-07,基隆市,50-64歲,87.40,81.90,1.10,32.80
7871,2022-02-07,基隆市,30-49歲,95.30,87.00,0.70,24.90
7870,2022-02-07,基隆市,18-29歲,97.40,86.50,0.30,13.40
7869,2022-02-07,基隆市,12-17歲,90.80,81.70,0.00,0.10
7868,2022-02-07,基隆市,總計,84.30,77.50,0.60,29.20
7867,2022-02-07,屏東縣,75歲以上,73.60,65.70,1.20,31.30
7866,2022-02-07,屏東縣,65-74歲,84.90,79.40,1.30,32.80
7865,2022-02-07,屏東縣,50-64歲,83.10,75.30,1.10,27.10
7864,2022-02-07,屏東縣,30-49歲,90.10,79.50,0.70,22.20
7863,2022-02-07,屏東縣,18-29歲,94.20,82.00,0.40,15.80
7862,2022-02-07,屏東縣,12-17歲,89.00,78.40,0.00,0.10
7861,2022-02-07,屏東縣,總計,80.00,71.40,0.80,21.40
7860,2022-02-07,雲林縣,75歲以上,74.40,66.90,1.50,30.60
7859,2022-02-07,雲林縣,65-74歲,83.80,79.00,1.70,38.90
7858,2022-02-07,雲林縣,50-64歲,85.10,78.50,1.00,31.90
7857,2022-02-07,雲林縣,30-49歲,94.20,84.00,0.60,22.80
7856,2022-02-07,雲林縣,18-29歲,98.10,86.00,0.30,15.10
7855,2022-02-07,雲林縣,12-17歲,89.20,79.90,0.00,0.00
7854,2022-02-07,雲林縣,總計,81.80,73.80,0.80,23.00
7853,2022-02-07,彰化縣,75歲以上,75.50,69.70,1.00,45.80
7852,2022-02-07,彰化縣,65-74歲,87.70,83.50,0.90,51.10
7851,2022-02-07,彰化縣,50-64歲,86.50,80.70,0.70,31.30
7850,2022-02-07,彰化縣,30-49歲,97.00,88.00,0.50,20.90
7849,2022-02-07,彰化縣,18-29歲,103.70,91.80,0.30,13.60
7848,2022-02-07,彰化縣,12-17歲,89.80,79.90,0.00,0.10
7847,2022-02-07,彰化縣,總計,83.40,76.20,0.50,23.60
7846,2022-02-07,新竹縣,75歲以上,69.40,62.50,0.80,33.80
7845,2022-02-07,新竹縣,65-74歲,84.90,80.10,0.80,44.80
7844,2022-02-07,新竹縣,50-64歲,86.40,80.30,0.40,31.40
7843,2022-02-07,新竹縣,30-49歲,101.60,92.80,0.20,22.90
7842,2022-02-07,新竹縣,18-29歲,102.90,92.00,0.10,10.40
7841,2022-02-07,新竹縣,12-17歲,89.60,79.80,0.00,0.10
7840,2022-02-07,新竹縣,總計,82.00,74.80,0.30,20.60
7839,2022-02-07,高雄市,75歲以上,75.00,67.90,1.60,49.10
7838,2022-02-07,高雄市,65-74歲,87.80,82.70,1.20,37.70
7837,2022-02-07,高雄市,50-64歲,85.10,78.30,0.90,30.60
7836,2022-02-07,高雄市,30-49歲,93.40,84.50,0.70,25.10
7835,2022-02-07,高雄市,18-29歲,98.30,86.80,0.40,15.30
7834,2022-02-07,高雄市,12-17歲,89.60,79.70,0.00,0.10
7833,2022-02-07,高雄市,總計,81.70,74.20,0.70,24.30
7832,2022-02-07,臺南市,75歲以上,70.70,64.00,1.50,26.40
7831,2022-02-07,臺南市,65-74歲,81.40,76.20,1.70,32.00
7830,2022-02-07,臺南市,50-64歲,83.20,76.30,1.20,26.60
7829,2022-02-07,臺南市,30-49歲,93.80,84.20,0.80,20.80
7828,2022-02-07,臺南市,18-29歲,99.60,87.20,0.40,13.10
7827,2022-02-07,臺南市,12-17歲,88.60,77.20,0.00,0.10
7826,2022-02-07,臺南市,總計,80.40,72.40,0.90,19.70
7825,2022-02-07,臺中市,75歲以上,77.80,71.10,2.90,51.90
7824,2022-02-07,臺中市,65-74歲,87.20,82.90,2.70,60.00
7823,2022-02-07,臺中市,50-64歲,86.20,80.30,1.30,31.20
7822,2022-02-07,臺中市,30-49歲,95.50,86.90,0.80,22.10
7821,2022-02-07,臺中市,18-29歲,100.40,89.30,0.40,12.50
7820,2022-02-07,臺中市,12-17歲,89.60,79.50,0.00,0.10
7819,2022-02-07,臺中市,總計,81.80,74.70,1.00,23.90
7818,2022-02-07,桃園市,75歲以上,81.30,74.00,0.80,45.70
7817,2022-02-07,桃園市,65-74歲,88.80,84.80,0.80,54.20
7816,2022-02-07,桃園市,50-64歲,87.80,82.00,0.70,34.80
7815,2022-02-07,桃園市,30-49歲,100.10,91.70,0.50,24.20
7814,2022-02-07,桃園市,18-29歲,103.60,92.60,0.20,12.70
7813,2022-02-07,桃園市,12-17歲,89.70,79.20,0.00,0.70
7812,2022-02-07,桃園市,總計,84.00,77.10,0.50,24.10
7811,2022-02-07,新北市,75歲以上,75.80,70.30,1.90,50.60
7810,2022-02-07,新北市,65-74歲,86.10,82.10,1.80,61.70
7809,2022-02-07,新北市,50-64歲,87.70,82.50,1.10,33.20
7808,2022-02-07,新北市,30-49歲,94.90,87.90,0.50,23.00
7807,2022-02-07,新北市,18-29歲,98.40,88.50,0.20,11.80
7806,2022-02-07,新北市,12-17歲,89.80,80.70,0.00,0.00
7805,2022-02-07,新北市,總計,82.60,76.60,0.80,26.10
7804,2022-02-07,臺北市,75歲以上,77.50,71.90,1.20,42.30
7803,2022-02-07,臺北市,65-74歲,84.00,79.90,1.10,46.40
7802,2022-02-07,臺北市,50-64歲,87.10,82.20,0.80,35.60
7801,2022-02-07,臺北市,30-49歲,95.70,89.70,0.50,27.80
7800,2022-02-07,臺北市,18-29歲,96.10,87.40,0.20,13.90
7799,2022-02-07,臺北市,12-17歲,87.50,77.00,0.00,0.10
7798,2022-02-07,臺北市,總計,80.60,75.20,0.60,27.00
7797,2022-02-14,全國,75歲以上,76.00,69.30,1.50,45.70
7796,2022-02-14,全國,65-74歲,86.50,82.10,1.50,54.50
7795,2022-02-14,全國,50-64歲,86.40,80.60,1.10,39.60
7794,2022-02-14,全國,30-49歲,95.90,87.90,0.70,32.40
7793,2022-02-14,全國,18-29歲,99.90,89.60,0.40,21.00
7792,2022-02-14,全國,12-17歲,89.70,80.30,0.00,0.10
7791,2022-02-14,全國,總計,82.40,75.70,0.80,30.60
7790,2022-02-14,連江縣,75歲以上,85.00,79.70,0.50,56.60
7789,2022-02-14,連江縣,65-74歲,93.50,91.80,0.40,73.40
7788,2022-02-14,連江縣,50-64歲,92.60,89.70,0.40,65.40
7787,2022-02-14,連江縣,30-49歲,98.20,94.90,0.40,66.80
7786,2022-02-14,連江縣,18-29歲,98.20,95.50,0.30,55.90
7785,2022-02-14,連江縣,12-17歲,94.90,86.60,0.00,0.00
7784,2022-02-14,連江縣,總計,87.10,84.10,0.30,56.10
7783,2022-02-14,金門縣,75歲以上,74.20,67.80,1.30,36.20
7782,2022-02-14,金門縣,65-74歲,89.20,85.70,1.80,52.40
7781,2022-02-14,金門縣,50-64歲,89.00,84.70,1.20,43.80
7780,2022-02-14,金門縣,30-49歲,93.30,87.90,1.00,40.00
7779,2022-02-14,金門縣,18-29歲,95.60,89.20,0.60,31.80
7778,2022-02-14,金門縣,12-17歲,90.50,81.80,0.00,0.30
7777,2022-02-14,金門縣,總計,84.40,79.50,1.00,36.30
7776,2022-02-14,澎湖縣,75歲以上,67.30,60.70,1.10,37.80
7775,2022-02-14,澎湖縣,65-74歲,85.60,81.00,1.10,53.20
7774,2022-02-14,澎湖縣,50-64歲,88.50,83.10,1.10,50.90
7773,2022-02-14,澎湖縣,30-49歲,95.80,88.90,0.70,48.80
7772,2022-02-14,澎湖縣,18-29歲,98.80,91.20,0.40,42.70
7771,2022-02-14,澎湖縣,12-17歲,91.80,82.00,0.00,0.10
7770,2022-02-14,澎湖縣,總計,83.40,77.40,0.70,41.80
7769,2022-02-14,南投縣,75歲以上,76.10,69.30,1.50,39.90
7768,2022-02-14,南投縣,65-74歲,87.80,82.90,1.10,44.80
7767,2022-02-14,南投縣,50-64歲,84.70,78.40,0.70,35.40
7766,2022-02-14,南投縣,30-49歲,94.40,85.50,0.50,29.00
7765,2022-02-14,南投縣,18-29歲,99.30,88.50,0.30,22.40
7764,2022-02-14,南投縣,12-17歲,90.60,81.10,0.00,0.10
7763,2022-02-14,南投縣,總計,82.70,75.40,0.60,28.40
7762,2022-02-14,臺東縣,75歲以上,70.60,61.40,1.30,29.90
7761,2022-02-14,臺東縣,65-74歲,79.00,72.40,1.20,36.90
7760,2022-02-14,臺東縣,50-64歲,79.50,71.30,1.00,28.20
7759,2022-02-14,臺東縣,30-49歲,85.10,74.50,0.80,24.80
7758,2022-02-14,臺東縣,18-29歲,90.40,77.90,0.50,19.90
7757,2022-02-14,臺東縣,12-17歲,89.00,79.80,0.00,0.00
7756,2022-02-14,臺東縣,總計,75.60,66.80,0.80,23.10
7755,2022-02-14,花蓮縣,75歲以上,69.10,62.00,1.30,34.30
7754,2022-02-14,花蓮縣,65-74歲,81.70,76.70,1.30,43.50
7753,2022-02-14,花蓮縣,50-64歲,82.30,75.20,1.30,33.50
7752,2022-02-14,花蓮縣,30-49歲,89.70,80.60,1.10,30.30
7751,2022-02-14,花蓮縣,18-29歲,94.10,82.60,0.70,22.00
7750,2022-02-14,花蓮縣,12-17歲,89.10,80.50,0.00,0.10
7749,2022-02-14,花蓮縣,總計,78.10,70.50,1.00,27.30
7748,2022-02-14,嘉義縣,75歲以上,73.00,65.40,3.00,37.00
7747,2022-02-14,嘉義縣,65-74歲,85.80,81.00,3.70,47.10
7746,2022-02-14,嘉義縣,50-64歲,84.30,77.40,2.10,33.80
7745,2022-02-14,嘉義縣,30-49歲,92.90,82.70,1.10,26.70
7744,2022-02-14,嘉義縣,18-29歲,97.70,86.70,0.70,19.80
7743,2022-02-14,嘉義縣,12-17歲,90.90,82.00,0.00,0.10
7742,2022-02-14,嘉義縣,總計,82.40,74.60,1.60,27.70
7741,2022-02-14,嘉義市,75歲以上,74.60,67.90,1.60,42.20
7740,2022-02-14,嘉義市,65-74歲,84.10,79.90,1.60,49.00
7739,2022-02-14,嘉義市,50-64歲,86.70,81.80,1.40,42.30
7738,2022-02-14,嘉義市,30-49歲,94.60,87.30,0.80,34.10
7737,2022-02-14,嘉義市,18-29歲,97.50,88.20,0.50,23.00
7736,2022-02-14,嘉義市,12-17歲,90.10,81.50,0.00,0.00
7735,2022-02-14,嘉義市,總計,81.10,75.10,0.90,30.80
7734,2022-02-14,苗栗縣,75歲以上,71.00,63.60,1.70,35.30
7733,2022-02-14,苗栗縣,65-74歲,82.40,77.60,1.90,46.30
7732,2022-02-14,苗栗縣,50-64歲,84.40,78.30,1.70,35.00
7731,2022-02-14,苗栗縣,30-49歲,97.20,88.10,1.00,26.60
7730,2022-02-14,苗栗縣,18-29歲,100.20,89.10,0.60,17.80
7729,2022-02-14,苗栗縣,12-17歲,89.70,81.50,0.00,0.10
7728,2022-02-14,苗栗縣,總計,81.90,74.60,1.10,25.90
7727,2022-02-14,新竹市,75歲以上,80.60,74.60,1.00,55.10
7726,2022-02-14,新竹市,65-74歲,88.40,85.00,0.70,68.20
7725,2022-02-14,新竹市,50-64歲,88.20,82.70,0.50,41.20
7724,2022-02-14,新竹市,30-49歲,98.60,92.00,0.30,34.10
7723,2022-02-14,新竹市,18-29歲,105.20,93.90,0.20,19.00
7722,2022-02-14,新竹市,12-17歲,90.30,79.80,0.00,0.10
7721,2022-02-14,新竹市,總計,82.10,75.90,0.30,30.60
7720,2022-02-14,宜蘭縣,75歲以上,78.40,73.00,0.60,43.60
7719,2022-02-14,宜蘭縣,65-74歲,86.70,82.90,0.80,53.40
7718,2022-02-14,宜蘭縣,50-64歲,88.10,82.60,0.50,44.50
7717,2022-02-14,宜蘭縣,30-49歲,96.00,88.40,0.50,36.00
7716,2022-02-14,宜蘭縣,18-29歲,97.60,88.10,0.30,24.20
7715,2022-02-14,宜蘭縣,12-17歲,89.20,81.10,0.00,0.10
7714,2022-02-14,宜蘭縣,總計,83.00,76.80,0.40,33.40
7713,2022-02-14,基隆市,75歲以上,80.20,73.40,0.80,56.70
7712,2022-02-14,基隆市,65-74歲,89.90,86.10,0.60,70.70
7711,2022-02-14,基隆市,50-64歲,87.60,82.30,1.30,40.10
7710,2022-02-14,基隆市,30-49歲,95.70,87.70,0.90,33.40
7709,2022-02-14,基隆市,18-29歲,98.00,87.60,0.40,21.10
7708,2022-02-14,基隆市,12-17歲,91.10,82.30,0.00,0.10
7707,2022-02-14,基隆市,總計,84.60,78.10,0.80,35.10
7706,2022-02-14,屏東縣,75歲以上,73.70,66.00,1.30,36.40
7705,2022-02-14,屏東縣,65-74歲,85.40,80.10,1.70,43.00
7704,2022-02-14,屏東縣,50-64歲,83.70,76.10,1.30,34.30
7703,2022-02-14,屏東縣,30-49歲,91.10,80.80,0.90,29.10
7702,2022-02-14,屏東縣,18-29歲,95.10,83.40,0.50,21.90
7701,2022-02-14,屏東縣,12-17歲,89.60,79.50,0.00,0.10
7700,2022-02-14,屏東縣,總計,80.70,72.40,0.90,27.70
7699,2022-02-14,雲林縣,75歲以上,74.60,67.20,1.60,34.70
7698,2022-02-14,雲林縣,65-74歲,84.50,79.80,1.90,44.60
7697,2022-02-14,雲林縣,50-64歲,85.30,79.10,1.20,38.20
7696,2022-02-14,雲林縣,30-49歲,94.80,85.20,0.70,29.00
7695,2022-02-14,雲林縣,18-29歲,98.80,87.40,0.40,21.00
7694,2022-02-14,雲林縣,12-17歲,89.60,80.70,0.00,0.00
7693,2022-02-14,雲林縣,總計,82.20,74.60,0.90,28.10
7692,2022-02-14,彰化縣,75歲以上,75.50,69.90,1.00,50.00
7691,2022-02-14,彰化縣,65-74歲,87.90,84.00,0.90,58.50
7690,2022-02-14,彰化縣,50-64歲,86.80,81.30,0.70,38.50
7689,2022-02-14,彰化縣,30-49歲,97.50,89.10,0.50,28.50
7688,2022-02-14,彰化縣,18-29歲,104.40,93.30,0.30,20.40
7687,2022-02-14,彰化縣,12-17歲,90.10,81.00,0.00,0.10
7686,2022-02-14,彰化縣,總計,83.70,77.00,0.50,29.70
7685,2022-02-14,新竹縣,75歲以上,70.50,63.20,0.80,37.60
7684,2022-02-14,新竹縣,65-74歲,86.00,80.60,0.80,51.50
7683,2022-02-14,新竹縣,50-64歲,86.80,80.80,0.40,38.90
7682,2022-02-14,新竹縣,30-49歲,102.10,93.70,0.30,31.70
7681,2022-02-14,新竹縣,18-29歲,103.50,93.40,0.10,18.40
7680,2022-02-14,新竹縣,12-17歲,89.80,80.40,0.00,0.10
7679,2022-02-14,新竹縣,總計,82.40,75.60,0.30,26.90
7678,2022-02-14,高雄市,75歲以上,75.30,68.10,1.60,50.50
7677,2022-02-14,高雄市,65-74歲,88.20,83.30,1.30,45.50
7676,2022-02-14,高雄市,50-64歲,85.70,79.10,1.10,38.10
7675,2022-02-14,高雄市,30-49歲,94.20,85.60,0.80,31.90
7674,2022-02-14,高雄市,18-29歲,99.10,88.30,0.50,21.10
7673,2022-02-14,高雄市,12-17歲,90.10,80.80,0.00,0.10
7672,2022-02-14,高雄市,總計,82.30,75.10,0.80,30.00
7671,2022-02-14,臺南市,75歲以上,71.00,64.20,1.60,31.10
7670,2022-02-14,臺南市,65-74歲,82.00,76.80,1.90,38.90
7669,2022-02-14,臺南市,50-64歲,83.80,77.00,1.40,32.50
7668,2022-02-14,臺南市,30-49歲,94.60,85.30,1.00,27.60
7667,2022-02-14,臺南市,18-29歲,100.60,88.90,0.50,19.10
7666,2022-02-14,臺南市,12-17歲,89.00,79.10,0.00,0.10
7665,2022-02-14,臺南市,總計,81.00,73.40,1.00,25.10
7664,2022-02-14,臺中市,75歲以上,77.90,71.40,2.90,53.70
7663,2022-02-14,臺中市,65-74歲,87.70,83.40,2.70,65.20
7662,2022-02-14,臺中市,50-64歲,86.40,80.80,1.40,38.20
7661,2022-02-14,臺中市,30-49歲,95.90,87.80,0.90,29.70
7660,2022-02-14,臺中市,18-29歲,101.10,90.60,0.50,19.80
7659,2022-02-14,臺中市,12-17歲,89.80,80.10,0.00,0.10
7658,2022-02-14,臺中市,總計,82.10,75.40,1.00,29.60
7657,2022-02-14,桃園市,75歲以上,80.60,74.00,0.80,48.90
7656,2022-02-14,桃園市,65-74歲,88.60,84.90,0.90,59.60
7655,2022-02-14,桃園市,50-64歲,87.90,82.40,0.80,42.50
7654,2022-02-14,桃園市,30-49歲,100.50,92.60,0.60,34.60
7653,2022-02-14,桃園市,18-29歲,104.10,93.80,0.30,21.40
7652,2022-02-14,桃園市,12-17歲,90.00,79.80,0.00,0.70
7651,2022-02-14,桃園市,總計,84.30,77.70,0.50,31.20
7650,2022-02-14,新北市,75歲以上,76.40,70.50,1.50,53.10
7649,2022-02-14,新北市,65-74歲,86.60,82.80,1.50,65.10
7648,2022-02-14,新北市,50-64歲,87.90,82.90,1.00,43.50
7647,2022-02-14,新北市,30-49歲,95.20,88.50,0.60,34.40
7646,2022-02-14,新北市,18-29歲,99.00,89.50,0.30,20.50
7645,2022-02-14,新北市,12-17歲,90.00,81.30,0.00,0.00
7644,2022-02-14,新北市,總計,82.90,77.10,0.70,33.90
7643,2022-02-14,臺北市,75歲以上,80.00,72.70,1.30,47.80
7642,2022-02-14,臺北市,65-74歲,86.20,82.30,1.20,54.20
7641,2022-02-14,臺北市,50-64歲,87.50,82.90,0.90,44.60
7640,2022-02-14,臺北市,30-49歲,96.50,90.70,0.60,39.20
7639,2022-02-14,臺北市,18-29歲,96.90,88.80,0.30,23.60
7638,2022-02-14,臺北市,12-17歲,88.00,78.40,0.00,0.10
7637,2022-02-14,臺北市,總計,81.50,76.30,0.70,35.00
7636,2022-02-21,全國,75歲以上,76.30,69.60,1.50,48.50
7635,2022-02-21,全國,65-74歲,86.90,82.60,1.50,61.00
7634,2022-02-21,全國,50-64歲,86.70,81.10,1.10,46.50
7633,2022-02-21,全國,30-49歲,96.30,88.70,0.80,41.30
7632,2022-02-21,全國,18-29歲,100.20,90.70,0.40,29.80
7631,2022-02-21,全國,12-17歲,89.60,80.50,0.00,0.20
7630,2022-02-21,全國,總計,82.60,76.30,0.80,37.10
7629,2022-02-21,連江縣,75歲以上,85.80,80.70,0.50,57.80
7628,2022-02-21,連江縣,65-74歲,94.10,92.40,0.30,76.00
7627,2022-02-21,連江縣,50-64歲,92.60,89.90,0.40,68.30
7626,2022-02-21,連江縣,30-49歲,98.40,95.20,0.40,70.00
7625,2022-02-21,連江縣,18-29歲,98.10,95.60,0.30,60.90
7624,2022-02-21,連江縣,12-17歲,94.30,86.60,0.00,0.00
7623,2022-02-21,連江縣,總計,87.20,84.40,0.30,59.10
7622,2022-02-21,金門縣,75歲以上,74.40,68.00,1.20,40.40
